url,amount,cost,ratio,duration,city,country,ontime,notontime,history,posvote,negvote,fees,feeratio,title,description,pastscore,score,ontime
https://www.zidisha.org/loan/uang-untuk-melanjutkan-pendidikan-ke-universitas,337.0,16.85,0.05,61,Magelang,Indonesia,11,16,27,3,0,132.93,0.39445103857566766,Loan to continue my education to university,"My child number 3 of 3 brothers, my parents is a civil servant who was nearly full duty, while my father is an entrepreneur, my brother there two and everything is a part time teachers, my educational background is diploma 3 at high school health, I took education programs in obstetrics, and I aspire to move on to a bachelor of midwifery. To finance my school to graduate, I want to open a business workshop that will be money from the workshop will I use to ease the burden of my undergraduate school finance. If later the money for my school has been fulfilled and my workshop is more advanced, then I""ll buy my parents a car for everyday use, and if it is realized, then I aspire to invite my parents Hajj. Moreover because my hobby is traveling, then I want to invite my family on vacation to merefreshkan myself, I would feel happy if I""ll be able to invite family vacation with hard-earned business I founded, because I think parents would feel very happy and proud if their children can be happy, especially with his own money. Although parents are already able to, but if her son could give lebahagiaan them they would feel more highly valued, because it painstakingly and their labor time to graduate from college menyekolahkanku produce something very encouraging. With me open my garage is also automatically create new jobs for the people in need, such as mechanics and motor mechanics also Seles will come, so I can increase revenue for those who need jobs. If later the bike shop I am successful, then I will open a car repair shop and provide spare parts for all types of motorcycles and cars, so people will more easily get what they want without having to be far away, because where I live strategically. In addition I also could open jobs for mechanics car mechanics. With so my efforts will reduce unemployment. Another thing I want to accomplish is I wanted to opening any social gathering social gathering goods and money. By sistrm payment per month and 10-month credit only would ease their burden, because generally credit the goods will be completed in 12 months, so they will assume that dengab follow this gathering then they need to be achieved before year. I offer price will not be far away from the original price and I would not take much profit, because of the advantages I have I got from the purchase of goods that much then I would get a piece that many of the stores that my message. With such consumers then they will assume that the market price and the price of this gathering will be cheaper than the credit through store directly or through finance, so customers will prefer to join my social gathering rather than with other loans. This gathering is not conditional, so that anyone can follow as long as they are punctual in paying bills. The goods they order will arrive on a maximum of 6 months from the initial payment, so for them not have to worry about getting the goods at month 10, because all items will be distributed during the first month until the sixth month. But for those who want the goods came first from our side swordfish can be sure, because the goods will be distributed according to the undiannya, so customers have to wait their turn versabar their stuff down. I would also be open to the branch of my social gathering or the like on the system reseller. I will share a copy of any item I arisankan to the mothers in other places, so that later reach my social gathering will be more extensive and many are interested. So then my income will increase as well. In a system like this I akam give bonuses to resellers reseller me, the more they mengguide customers, so the more bonuses they will get. Their bonuses will be calculated 10% of deposit or the amount of goods ordered, so will many prospective new berminculan reseller reseller, and in that way it will be many bonus or profit from gathering will I get.After I graduated from diploma 3 obstetrics I worked as a nurse homecare in one foundation hospitals, work as home care is scheduled to leave three days, with the left one shift as of 24 hours of leave to go home, my job is taking care of an elderly parent. My nursing care is chinese descent, she has 6 children, with 4 girls and 2 boys. Now she lives with son number 5. From 6 to his son, the first child is still living in chinese, and others already lived in Indonesia all. To 6 children all is an entrepreneur. The most numerous are as businessmen iron stores are very busy and growing rapidly, employment as a nurse nursing is the most mild. Aside from being a nurse nursing I also cultivate the field of buying and selling online as a reseller clothes and other goods from a shop and boutique, my customers are spread everywhere, if the customer was close to my home, the customer will be given a receipt or payment of delivery of goods, from I can meet customer to slim down and pay on the spot. Unless those far from my area, then the order will be shipped via courier services and the money will be transferred to the bank that has been registered. Goods that I sell traded not only pegged in one kind, but what they ask and they need to be my swatch, because I do not want mengecawakan customer, if the customer was asking for stuff that I was not there, so I will swatch to the shop where the goods were sold, so customers still buy my stuff. To profit from the sale of these I usually take 10-20% profit per item, but are not pegged to the gains, profit was taken from the goods taken, the more expensive price sibeli the higher the profit which I took. But those are not the problem with the price, quality and accuracy essential goods come. They will always order at our place of origin we always care with them, once disappointing customers, then customers will not buy our stuff again, then in this sale we have to give priority to customer satisfaction. Online sales is very promising if we can manage it well, with tenacity and patience then as little as we take profit, our money will be collected. If there is a customer that does not exist from the social media, I also provide for booking directly to me, so Nanyi if misalny there latest brochure I would share them with the local community and in that way they will easily get the goods they want without having to bother coming to the shop. If that way then I will give another different system, they have to pay in advance uangg Dp is 50% of the price of goods and the rest they have to pay after the goods came to a gentlemen dejgan price of shipping costs if indeed of the store asked. and besides that I also worked as a tutor in tutoring, tutoring is a family business founded more than 3 years now. Tutoring venture was established as a strategic place that is seen in front of the elementary school, then we want mengguide of students around the residence also school school. We want to facilitate their access to gain knowledge, with relatively cheap rates then a lot of students who are interested in les tutoring either classical or private. But we are not closed only for primary schools, but also at the level of junior high school or high school. The average of those that follow are students around the residence. Motto of guidance les we are leading in performance. the average of my income I can use to make a living for a month and a little for future savings. Doing my job as a homecare nurse can concurrently in two places at different times.With this loan I wanted to use to pay for my education so that for the future, I do not really mind. I continue with my lecture I hope to memperbilaiki economy my family and I wanted to boast both my parents with school melanjutkab again.",0.74204768855115133,-0.52742155175978633,0
https://www.zidisha.org/loan/female-sheep-ewe-for-my-livestock-farm-3,565.23,28.42,0.05028041682147091,3,Sunyani,Ghana,41,0,41,1,0,25.74,0.04553898413035401,Female sheep (ewe) for my livestock farm,"My name is Bismark Kombat I am 27yrs of age, I come from Sunyani in the Brong Ahafo Region of Ghana, I am 6ft tall in height and 75 as in body weight, i have a pointed noise and a set of white teeth which make me confident when smiling, I have a brown eyes and a black hair.I have seven siblings, my mother's name is Georgina Twumwaa and my father's name is Joseph Kombat. I completed junior high school and due to some reason, I couldn't continued my education to the high school level but later with help of my mum's junior sister I was enroll in a computer school to pursue a one year course in computer software and hardware and after completion I was lucky to meet a class mate of mine who then introduce me to lifestock rearing of sheep so first I started with four lamb's  and one pregnant sheep and a male. In the beginning it wasn't easy but with the help of my family and the support of my neighbors who help my animals with cassava leafs and corn.Thanks to them now I have ten sheep now and lambs. Despite a life  often falling short of my own true potential, I have always held on to the quote by the writer James Baldwin ""The world is before you and you need to take it or leave it as it was when you came in"" that always sounded like something I wanted to do so the moment my animals came in my life and the help of my friend and family I knew I had achieved it.I am into livestock farming. Precisely sheep farming. I currently have 10 sheep and lambs. This has been my business for a couple of years now.  Sheep rearing is lucrative in my locality. A mature sheep can fetch about $60.00 to $70.00. And there is ready market available for my livestock if they are matured to be sold. I wish to expand my livestock farm so that I can have a lot of stocks for the market in order to derive some income but due to lack of funds this dream has not fully materialised.A careful cost analysis will reveal that, I spend about $20.00 - $30.00 on each lamb before it becomes fully grown.I wish to expand my livestock farm with more sheep. The purchase of more Ewe will help my livestock farm breeding process. With the help of a loan from Zidisha I will be able to expand my livestock farm to a minimum of 50 sheep in one and a half years. One Ewe for rearing can cost $35.00 to $45.00. I currently have 10 in all. The ten new sheep will cost $350.00 - $450.00.This expansion will also lead to the raising of a new structure (Pen).The loan will go a long way to increase my profit margin to not less than 100%. And I will be able to take care of myself and the business",0.0,0.858446056621331,1
https://www.zidisha.org/loan/class-making,193.0,9.65,0.05,2,Umoja3Nairobi,Kenya,40,10,50,0,1,40.33,0.2089637305699482,Class making,"Am Gladys from kenya brought up in up country and went to school supported by a church after fourth four I went to work as a house help I saved money and took my self to college and studied Early Child Education.I got married and have two kids.early in 2013 me with the support from my husband i decided to start a daycare school which is doing much better.the reason  we decided , first to help needy and orphan children and to get something to support our family.in my future i want to have a full scholarship school for less fortune in the society which can average up to  200 street children a year.GOD WILLING.my business is a day care where I reaserched my community and really they needed house helps,so I decided to start one to help this parents.now my day care has 15 children where I take care of them and pay me 50 kenya shillings per day.So o need this money to improve my school buy them equipment for them like next year I will have baby class and I want to start preparing for them school staff.My leaders what I what to buy is materials for class making for the next class which Will be 2017.I want to prepare early to avoid in convinced next year.Bricks. woods and roof.cement and class seats for children and paint's for walls. all this will make a class for pre units. I want to build in December holiday because is longer I have all time to build.",0.63753217442232024,0.7850839766672969,1
https://www.zidisha.org/loan/upscaling-of-rearing-of-animal-for-wealth-creation,325.01,16.26,0.050029229869850166,40,Nairobi,Nairobi00200,28,1,29,0,0,110.91,0.34125103842958676,Upscaling of rearing of animal for wealth creation,"The purpose is to rear animals for wealth creation as a sustainable of income generating that is designed to further support my family and other vulnerable children  to countermeasure both short and long term interventions that are dominated by food aid and mechanisms that can build resilience of family, communities and households against current and future shocks by increasing incomes sustainably commercializing smallholder horticulture through improved productivity, market development and creating employment opportunities in the community.The business has got now 20 Chickens and 10 Rabbits that are being reared to improve the income base and provide self supportive. Through the sales of these animals will enable to continue repaying  the loans advanced to my business by Zidisha. Chickens and Rabbits are always in high demand especially during the festive sessions where they fetching and doubled in good income, The typical costs and revenue always goes  between 20 to 200 dollars. I will continue using the profits to support my families, sponsor some of the needy Orphans in HOYWIK School and I have also insured my daughters education plan among others.Am planning to use the loan to upscale my current animals rearing from 15 to 60 for good revenue collections and continue providing social action support to the needy students learning HOYWIK School in Kibera slums. I also intend to purchase the brooding machine for hatching the eggs hence will be able to have more birds for sales.",0.39750184492943824,0.27513495125400383,1
https://www.zidisha.org/loan/expansion-of-my-mobile-money-business-1,196.5,9.75,0.04961832061068702,3,Tamale,Ghana,7,7,14,0,0,133.82999999999998,0.6810687022900762,Expansion of my mobile money business,"My name is Yakubu Abdallah i attended Bilpela Junior High From 2001 to 2004 and went to Business Senior High Tamale from ,2004 to 2007 and continue to University for Development Studies from 2008 to 2012. I always wanted to be a business man but i was not giving chance to building upon my dream. The uniqueness of my place is that we care for others in case of been attack by thief or arm robbers.My business is Mobile Money business in which i do mobile money transfer and withdrawal but currently am doing with only MTN uses due to inadequate funds. I get interest for every transaction i do from the network. I can get about 20 GHS a day with the one network so i think i can get more if i expand my business to more networks.I will buy MTN registration sim at a cost of 120 Dollars, Vodafone mobile money sim at a cost of 170 Dollars and Airtel mobile money sim at a cost of 170 Dollars.This will help expand my business and increase my profit from 7 Dollars to 15 Dollars daily.This will require employing other persons hand in the business.",0.0,-0.36813016727254272,0
https://www.zidisha.org/loan/poultry-farm-fencing-290-dollars,301.01,15.06,0.05003156041327531,3,OngataRongai,Kenya,20,0,20,0,0,91.11,0.30268097405401817,Fencing for my poultry farm,"I am Benard Onyango, a Kenyan born in the year 1976 in February from the small village of Alara in Ugenya constituency in Siaya County. I grew up in a very challenging situation under the care of my stepmother, after my parents divorced when I was only three years old.I have always been willing to help vulnerable children because I really understand what they go through. I have been a guardian for two orphans, brothers, who lost their parents more than 10 years ago, and they are very bright and willing to fulfill their dreams in life. The eldest is in his 4th year at Muranga University (JKUAT) pursuing B-COM. Samuel had dropped out of form one when I took him, and his brother Godfrey had joined street boys in Eldoret after dropping out of school in class four, as he had already given up in life because he had nowhere to turn to. To prove the world wrong, he was the top student on the KCPE exams in Gombe primary school with 365 points.I am requesting for a second loan to expand my poultry farming in the village. My biggest challenge is to fence my compound [and] clear Samuel's final examination fees, which are due later this month.I have been employed with the Institute for Security Studies since May 2008 and I am planing to repay my loans through my salary as I continue to grow my business. I also run a small poultry farm business in the village in Siaya County: it's still in its early stages, but I have high hopes it will grow rapidly with the help of Zidisha.I am planning to fence the whole compound, which is already in the process. I had purchased a few chickens, wire mesh, and poles for fencing the whole compound to enable me focus on this business, as I have already done my research and I believe it can generate good return if managed well.I am also thinking in other areas of investments like dairy farming, which needs enough capital to start, but I believe that a journey of a thousand miles starts with the first step and that is the step I have already taken.I have high hopes that I will succeed and this gives me faith that it will not be difficult for me to manage school fees for one of the orphans (Godfrey). Samuel is waiting to graduate in November. All this was possible with the help of my first loan from Zidisha. Big up to Zidisha team. I grew up in a very difficult environment and I am willing to help the orphans as much as I can.I am planning to invest this amount in poultry farming, which is already in the process but has had challenges like diseases. That is why I am planning to fence in the whole compound to reduce the risk. The business alone will pay for Godfrey's school fees. He joined high school this year.",0.69935718288337889,0.82385305366990269,1
https://www.zidisha.org/loan/purchase-of-medicine-stock-for-my-pharmacy,829.0,41.45,0.05,3,Nairobi,Kenya,65,6,71,7,0,146.20000000000002,0.17635705669481305,Purchase of medicine stock for my pharmacy,"I am Beatrice Monyoncho, born in Kisii town and brought up in Nairobi, where I took my primary and secondary education and completed successfully. I then joined a medical college and took pharmacy as a course and successfully graduated from the college.I am a very hard-working lady and due to this I was able to secure little loans from my relatives and friend to start up a small chemist [pharmacy] in Embakasi that I operate by myself with the help of a qualified nurse.I am a family lady and married with two kids. My hobbies are listening to music, watching football and swimming.I basically offer laboratory services and also sell over-the-counter medicine, which include painkillers among other medicines. If a client or customer comes to my chemist with a verified subscription from the doctor, I get to serve them and give them the right medication as per the subscription.I started this business because I had a passion for helping people and treating them. I am an ambassador of good health. It is also a source of income: with this world of today, diseases are everywhere and in every season, thus calling for medicine, thus proving a ready market.Basically I spend about KES 50000 ($556) and make a profit of an average of KES 22000 ($244). I use the profit to pay for my bills and part of it for fees.i will use the loan to buy a stock of $800 worth of medicine for my pharmacy,this will ensure increased profits and thus improved living standards and also more supply of medicine to the community for improved health.my profit will increase by at least 10%.thanks and hope my loan will be funded.",0.65423477203811597,0.8572854171241221,1
https://www.zidisha.org/loan/food-stuff-form-my-hotel,181.0,9.05,0.05,4,OngataRongai,Kenya,35,28,63,2,0,30.25,0.1671270718232044,Foodstuffs for my hotel,"My names are Angeline Nyapeno and my friends call me Angellah. I am the only child from my mother's womb. I have three children.I went to school up to the college level. I got employed and worked for seven years and was then retrenched.Life outside was not so good, and the same year my mum passed on, so things were really difficult, being that my daughter was also a first-year in the university. But I thank God that I saw her through and she graduated.I sell foodstuff: I serve breakfast, lunch, and supper in my restaurant, and I also sell take-away meat and chicken. Food is a day-to-day consumption that we all need in our lives, and because I also like cooking, I chose to operate a restaurant. The cost of my food is affordable.Before I started this business, I adopted two children who were left orphans after both their parents died, so after my work, the profit I get helps me to pay their school fees, feed all of us, and also it helps me to restock my products, of which through that I managed to start now the butchery.if given the loan i will buy rice 2 bags @50$ wheat flour 1 bundle @ 30$, sugar 20kgs @20$, maize flour 1 bundle @ 31$ and other accessories @ 45$ and with that i expect the profit to increase at least by 50% and that will benefit me plus the kids ane also the two wokers that i have to boost their well being.  Thank you",0.59098428263800962,0.65814608152804377,1
https://www.zidisha.org/loan/loan-purchase-raw-matereials-for-my-pastries-business,305.09,15.5,0.050804680586056576,5,Kpone,Ghana,24,0,24,0,0,83.13000000000001,0.2724769740076699,"Loan for flour, yeast, sugar, and margarine for making pastries","Am Faustina Abladey,i hail from kpone a town  located in tema  a suburb of Accra the capital of Ghana.i attended tema girls vocational school. Akuokor am popularly known in my community.despite all challenges i encoded ,after my basic school i proceed to tema girls vocational school where i learn catering .after my vocational school i work in a restaurant for three years.after three years i went back to what i study in school and begin to  my own business.i bake pastries and sell,that the work i do i can proudly say my pastries taste very good.my business i s made up with my families,my sister and i ,i teamed up with her in distributing pasties that produce.my sister move from one company to another because my town is located near the industrial in Ghana.i also produce pastries for youth men who take ice cream for hawking in my community, children in a nearby school also purchase my product because it taste very nice.they also prefer my product because of it quality and the hygienic  condition in which i do my production.moreover my business more profit when there are occasion like naming ceremony,wedding ceremony church service and funeral service.  i earn 60gh cedis per flour bag.i do encounter challenges when children are on vacation and workers going for Christmas break on holidays.dear lenders ,i would like  to plead with you to assist me with loan to purchase raw materials for the production  of pastries .i would use the loan purchase raw  materials (1)flour  2 bags= 100 dollars(2),yest  =20 dollars (3),sugar 2 bags 80dollars (4) margarine 4 cans =150 dollars  etc.All these raw materials are estimated to be 350 dollars in totality .The profit that will be generated from this loan will be use to pay the fees of my daughter .I expect my business to go  50 percent high in income generation  if am to buy material to support the business.Thank you.",0.46695683589532244,0.92575894300518569,1
https://www.zidisha.org/loan/materials-to-buy-for-my-clothing-production,146.22,7.49,0.051224182738339494,4,Sunyani,Ghana,4,10,14,0,0,36.8,0.2516755573792915,Buying materials to sell to seamstresses for clothing production,"Oduro Freda is my name ,i was born on 19th May 1986 so i am now 29years old.i come from Berekum  Brong  Ahafo Region of Ghana.i had my basic education at Berekum Demonstration Junior High School and then further to the Berekum  Senior High School.After i completed my Senior High School money became problem for my parents to further my education to University so i have no choice than to learn other business and stop my education because there is no money for my parents to further my education.i am in the family of three children of my parents and i am first born of my parents.i went to learn seamstress at a place because money was problem but yet still i was able to learned the seamstress, it came to a time that to stop working and open my own shop.i have two children and i need to cater for them by my self because my husband is dead .my shop is located at the vantage point where there is no seamstress around in that area and there is school also closed to my shop .i am hardworking person to achieve my aim in life by business.My hobbies are watching movies ,reading, swimming and traveling.i provide materials for seamstress to use ,it help me to cater for my family members at the place am living there are many schools there so that i can make more money out my business.that is why i chose this business ,i use the profit to reinvestment for growing the business so that the business will not collapsed and able to continue the business to support my children and my family too .i i will need help of $160 to support my business growth.I am very grateful for my dear Zidisha to help me for second loan to improve my business.i need to buy more materials  to meed the demands of my customers for my clothing production.i am very  grateful  to you  for funded my first loan  for me and my dear Zidisha .i am pleading with my dear Zidisha organization to help with $160 to buy materials for my clothing production  to meet the  demand of my customers.i hope to raise about 48% of profits if i have this loan in order to improve my clothing production business.Thank you",0.74120960353378307,0.0,1
